rnum,docid,hot,thank,gift,contr,views,yviews,article,patient1,ypatient,period,treat,once
1666,http://lihuady.haodf.com/,4.8,188,347,35096,1216265,2445,18,3064,3,7,1,1
1667,http://dongzhao301.haodf.com/,4.7,90,186,28970,451672,1130,2,1235,4,7,1,1
1668,http://wangmengyang1.haodf.com/,4.4,67,614,98120,2762634,5301,113,7476,3,7,1,1
1669,http://mlldoctor.haodf.com/,3.8,10,42,25720,467454,1123,52,1757,0,7,1,1
1670,http://qinghaitao.haodf.com/,4.7,150,1428,90600,2799356,4793,226,5954,3,7,1,1
1671,http://huangyuhong66.haodf.com/,4.7,132,668,98876,4913204,5240,26,6303,1,7,1,1
1672,http://liuzhengxin.haodf.com/,4.6,79,515,63050,2408025,4010,35,6262,6,7,1,1
1673,http://fanglin020.haodf.com/,4.4,66,854,129075,4004784,4738,10,9772,0,7,1,1
1674,http://caoqian6896.haodf.com/,4.5,79,659,55428,2527295,3258,53,2574,1,7,1,1
1675,http://changhaibaiyu.haodf.com/,4.5,109,586,103993,3711515,5310,28,6704,4,7,1,1
1676,http://cuizhongmindr.haodf.com/,4.5,85,156,83160,509818,2522,64,3053,23,7,1,1
1677,http://drsongzhiqiang.haodf.com/,4.4,76,199,26920,868739,1910,33,2239,0,7,1,1
1678,http://wangyingwz.haodf.com/,4.2,40,297,91690,2799028,6199,106,9287,3,7,1,1
1679,http://liujie6.haodf.com/,5,189,1146,103835,2828157,3714,1,7692,2,7,1,1
1680,http://maojiangfeng.haodf.com/,4.7,119,490,16980,2387707,1517,38,2380,0,7,1,1
1681,http://drxhwu.haodf.com/,4.7,111,614,88868,5446077,5808,87,6061,5,7,1,1
1682,http://liwenhui.haodf.com/,4.8,172,537,65317,5234197,7447,101,4324,4,7,1,1
1683,http://renweijiaoshou.haodf.com/,4.7,72,256,41230,1549503,2984,6,4060,2,7,1,1
1684,http://wangcaihongdr.haodf.com/,4.5,53,1138,81105,3774740,7925,1470,5665,5,7,1,1
1685,http://bairan.haodf.com/,4.5,45,423,34720,676708,1113,6,2305,1,7,1,1
1686,http://lujvming.haodf.com/,4.4,23,64,14640,202544,555,0,1178,0,7,1,1
1687,http://zhangchuandr.haodf.com/,4.4,50,126,30915,493125,1308,11,2423,1,7,1,1
1688,http://liangdongfeng.haodf.com/,4.8,322,811,64776,5083260,7919,34,4828,2,7,1,1
1689,http://zhujian.haodf.com/,4.7,261,341,8855,653602,1025,5,1294,0,7,1,1
1690,http://wmjdl.haodf.com/,4.7,160,1098,162250,1549272,3915,26,5716,2,7,1,1
1691,http://yangchunhua.haodf.com/,5,337,343,53875,963065,2185,1,4511,3,7,1,1
1692,http://kevinling.haodf.com/,4.7,150,2046,99705,1216668,1257,70,4857,5,7,1,1
1693,http://zhengzhaohuidr.haodf.com/,4.6,91,284,24415,485094,1415,12,2886,3,7,1,1
1694,http://lilingrheumato.haodf.com/,4.5,97,1335,63805,1661044,3042,37,3620,4,7,1,1
1695,http://fanglinkai.haodf.com/,4.4,63,412,41630,1110294,2360,18,1852,0,7,1,1
1696,http://lifen85295255.haodf.com/,4.4,87,1241,64775,2620273,4072,161,3214,0,7,1,1
1697,http://wzga.haodf.com/,5,112,1182,262460,2402213,4743,22,7523,3,7,1,1
1698,http://drzjxcn.haodf.com/,5,58,1156,64015,559289,1131,22,1830,6,7,1,1
1699,http://lungcancer.haodf.com/,5,118,1074,133236,6815918,10421,23,5673,2,7,1,1
1700,http://njcaomin.haodf.com/,4.9,61,422,35880,542367,1732,2,1508,2,7,1,1
1701,http://renxinling.haodf.com/,4.7,49,89,9875,305347,811,0,975,1,7,1,1
1702,http://duchangjun.haodf.com/,4.8,65,190,18885,416778,1075,19,1821,1,7,1,1
1703,http://chenbozsyy.haodf.com/,4.6,29,308,63480,863499,7518,30,2257,0,7,1,1
1704,http://huyang3144.haodf.com/,4.6,54,286,50870,926159,6577,312,1500,1,7,1,1
1705,http://lifengdt.haodf.com/,4.4,17,99,21910,424387,1882,15,1603,0,7,1,1
1706,http://chenxian900508.haodf.com/,3.9,12,62,42685,1520131,2702,0,4119,0,7,1,1
1707,http://drtangzheng.haodf.com/,5,243,608,45985,2281227,4873,1,4064,6,7,1,1
1708,http://wuxfei108.haodf.com/,4.7,85,740,68620,569200,3283,29,3842,2,7,1,1
1709,http://tuyuanmao.haodf.com/,4.6,76,670,38280,686833,1672,33,1548,1,7,1,1
1710,http://wubian227.haodf.com/,4.4,44,568,61245,1089813,2310,15,3040,3,7,1,1
1711,http://baidaifu2017.haodf.com/,5,102,444,30430,531931,1997,20,1811,0,7,1,1
1712,http://liweiming937.haodf.com/,4.8,65,701,66820,1132368,4770,31,1917,2,7,1,1
1713,http://zlpumc2017.haodf.com/,4.9,75,116,20175,310735,1912,7,1447,0,7,1,1
1714,http://chenmiaopumch.haodf.com/,4.8,90,456,51105,2439054,3831,23,2685,1,7,1,1
1715,http://lqxyisheng.haodf.com/,4.6,59,2578,47390,2296829,4340,66,3498,5,7,1,1
1716,http://maxuzhu.haodf.com/,4.9,46,301,50366,1909724,2673,19,2297,1,7,1,1
1717,http://blueman1320.haodf.com/,4.6,40,424,71183,3202754,3839,64,3146,0,7,1,1
1718,http://Lvmeide.haodf.com/,5,88,411,89410,4184381,4866,1,6493,17,7,1,1
1719,http://clq8125195.haodf.com/,3.9,6,104,94180,1882193,3625,19,6086,0,7,1,1
1720,http://zhengchunsu.haodf.com/,3.9,4,4,1735,304602,857,0,3359,0,7,1,1
1721,http://wushuliang.haodf.com/,3.5,1,37,39435,1085871,3592,18,3984,0,7,1,1
1722,http://baishuangfengdf.haodf.com/,3.6,0,9,26260,486162,2155,1,2862,0,7,1,1
1723,http://xiachengyu.haodf.com/,4.7,237,1059,148845,2708611,3835,38,4547,2,7,1,1
1724,http://jiangchuhan.haodf.com/,4.8,259,529,84100,2144725,5097,18,5021,0,7,1,1
1725,http://YanlongTian.haodf.com/,4.5,109,569,36255,797990,1527,1,2325,1,7,1,1
1726,http://zhanghuadoc.haodf.com/,4.6,235,434,50035,4952445,5243,1002,6576,2,7,1,1
1727,http://smuwangjun.haodf.com/,4.4,134,163,45775,406936,1038,79,1605,2,7,1,1
1728,http://songyuedr.haodf.com/,5,198,1611,69465,1259209,2081,15,2930,0,7,1,1
1729,http://drhuzhiwei.haodf.com/,4.9,323,571,84929,2777578,4800,54,4994,2,7,1,1
1730,http://weiyizhen.haodf.com/,4.8,174,698,40840,1339211,3663,24,2771,0,7,1,1
1731,http://fuwai.haodf.com/,4.8,329,260,48565,265610,709,31,1510,0,7,1,1
1732,http://lancetsun.haodf.com/,4.7,110,561,58535,560585,1383,9,1690,0,7,1,1
1733,http://huyangdr.haodf.com/,4.7,128,585,50570,1197675,2214,11,2700,3,7,1,1
1734,http://zhaoxiaoganglung.haodf.com/,4.6,98,297,17070,601663,1524,21,1615,4,7,1,1
1735,http://chentianxiang.haodf.com/,4.3,94,356,16475,328722,1375,24,882,0,7,1,1
1736,http://wkun.haodf.com/,4.2,34,303,35370,652552,1108,90,1043,1,7,1,1
1737,http://drsuweijie.haodf.com/,5,420,425,108470,7741516,6971,18,12711,0,7,1,1
1738,http://pumcyuxiaobo.haodf.com/,5,383,663,175375,6182436,10265,123,12647,0,7,1,1
1739,http://mudali.haodf.com/,4.9,398,648,117960,6761976,5269,46,6021,3,7,1,1
1740,http://yxnan9988.haodf.com/,4.8,186,308,37130,1983478,3942,18,4349,0,7,1,1
1741,http://liweiboshi2.haodf.com/,4.6,151,250,73590,2636374,2547,10,7003,2,7,1,1
1742,http://plasticzhang.haodf.com/,4.6,202,333,105965,4945201,5048,8,8820,0,7,1,1
1743,http://dongjiying.haodf.com/,4.5,68,359,95790,3186064,4663,13,7930,5,7,1,1
1744,http://libo97123.haodf.com/,4.4,109,321,84775,1381128,3425,222,2333,7,7,1,1
1745,http://chengchenprs.haodf.com/,4.2,17,61,40110,580741,1217,9,2012,2,7,1,1
1746,http://baoshiwei.haodf.com/,4,11,40,42835,2036944,3687,16,5640,0,7,1,1
1747,http://panbodoc.haodf.com/,4.4,119,357,47670,788867,1992,2,2246,0,7,1,1
1748,http://wangmh1970.haodf.com/,4.3,202,1020,79225,1292741,2134,14,5176,0,7,1,1
1749,http://cyz200295.haodf.com/,4.3,77,585,79305,595998,1080,55,3020,1,7,1,1
1750,http://zcx33.haodf.com/,4.3,84,542,67900,1091356,1810,25,5218,5,7,1,1
1751,http://hanzhonghua.haodf.com/,4.2,44,764,38320,278807,8436,40,1385,0,7,1,1
1752,http://zhangcuijian.haodf.com/,4.7,238,621,37850,1342243,2585,32,2794,0,7,1,1
1753,http://zhuyao.haodf.com/,4.6,227,1341,55910,2492893,3711,85,3053,0,7,1,1
1754,http://yehuamaodr.haodf.com/,4.7,169,745,58425,516266,859,5,2299,3,7,1,1
1755,http://hehuixing.haodf.com/,4.5,92,629,73325,1062179,1330,1,2890,4,7,1,1
1756,http://hexueyou.haodf.com/,4.4,80,257,48665,2166624,2619,24,3936,2,7,1,1
1757,http://wangjinxhxq.haodf.com/,4.4,89,387,87750,1777878,2240,58,4214,3,7,1,1
1758,http://yangfanzdyfy.haodf.com/,4.6,93,145,35300,387532,894,8,2279,0,7,1,1
1759,http://liulei84.haodf.com/,4.1,56,84,46925,438641,1029,14,2147,3,7,1,1
1760,http://zhouyfdr.haodf.com/,4.2,40,175,26080,321594,811,15,1353,2,7,1,1
1761,http://wangchaoliang200.haodf.com/,4,19,108,19945,478471,948,5,2247,1,7,1,1
1762,http://linwgacxy.haodf.com/,4.3,74,162,44930,262607,541,1,1317,0,7,1,1
1763,http://zhanghuiming1982.haodf.com/,3.7,10,26,27075,1230490,1546,17,2775,0,7,1,1
1764,http://dryanjianjun.haodf.com/,4.6,217,290,22915,775886,1604,11,2423,3,7,1,1
1765,http://kingsh.haodf.com/,4.5,75,623,61837,2031437,2013,14,2985,1,7,1,1
1766,http://huxp.haodf.com/,5,123,713,56825,995622,2426,13,2284,0,7,1,1
1767,http://yinjiebjmu.haodf.com/,4.9,200,1029,96913,4175867,8969,92,5153,6,7,1,1
1768,http://zhangping024.haodf.com/,4.8,569,3161,186370,3199089,6116,0,10359,8,7,1,1
1769,http://aizhilongdr.haodf.com/,5,429,2258,101375,2074548,4717,0,6416,4,7,1,1
1770,http://yindetao.haodf.com/,4.9,183,597,62979,2139446,2449,28,5369,2,7,1,1
1771,http://kangjie007.haodf.com/,4.6,219,1338,115260,2033317,2498,30,3579,1,7,1,1
1772,http://futao916.haodf.com/,4.5,137,521,52870,690432,3080,34,2321,0,7,1,1
1773,http://liuhaiyuan.haodf.com/,4.9,316,1833,217905,11105560,14164,14,13647,1,7,1,1
1774,http://drlupengrong.haodf.com/,5,374,2134,316540,18266578,13121,2,21446,3,7,1,1
1775,http://fangfang1968.haodf.com/,4.8,192,1068,167035,8428345,5705,17,9321,3,7,1,1
1776,http://guzhengrong008.haodf.com/,4.4,145,852,188420,9525323,7050,14,12389,9,7,1,1
1777,http://chenruiyingdr.haodf.com/,4.8,180,885,120610,1212146,3520,3,5789,7,7,1,1
1778,http://shaojundr.haodf.com/,4.7,55,433,50775,789642,1490,12,3180,1,7,1,1
1779,http://xuzhendr.haodf.com/,4.6,67,261,81420,1591748,4053,0,6502,2,7,1,1
1780,http://xiaocaiyugang.haodf.com/,4.2,37,600,138720,1941403,2581,12,7292,0,7,1,1
1781,http://sbb1982.haodf.com/,4.5,37,343,58905,435162,986,22,3113,4,7,1,1
1782,http://wanlei2016.haodf.com/,4.4,36,342,56440,909036,2110,10,4053,5,7,1,1
1783,http://zcmjj.haodf.com/,4.8,110,1446,151955,1936479,2908,26,6899,1,7,1,1
1784,http://yinbaomin.haodf.com/,4.8,134,1269,98895,1268057,3071,6,3951,4,7,1,1
1785,http://rose13121355.haodf.com/,4.4,191,457,185183,6079180,10543,68,9445,8,7,1,1
1786,http://liguohua2015.haodf.com/,5,240,1660,149915,3454591,10759,22,6528,2,7,1,1
1787,http://dr5zhangning.haodf.com/,4.8,271,7054,517490,16274102,20027,160,11893,0,7,1,1
1788,http://wcm6705.haodf.com/,4.5,122,1073,177317,3452332,6499,21,11732,2,7,1,1
1789,http://lixiaojin2009.haodf.com/,3.9,32,219,60285,1626238,3200,8,6635,3,7,1,1
1790,http://zy665100.haodf.com/,3.5,10,102,49145,1689884,4194,76,7234,0,7,1,1
1791,http://zouliping21.haodf.com/,5,723,4643,255190,4556659,7780,15,9786,4,7,1,1
1792,http://liuzimeidr.haodf.com/,4.5,147,557,140915,2304026,4752,7,9464,1,7,1,1
1793,http://anhuipanjiahua.haodf.com/,4.6,210,1126,95300,1461568,3582,20,6393,12,7,1,1
1794,http://yangxinwei1965.haodf.com/,4.5,226,1589,130650,4677239,6945,34,10378,1,7,1,1
1795,http://sgr1966.haodf.com/,4.5,330,969,165878,4706478,7401,28,8209,1,7,1,1
1796,http://zhaobotaodr.haodf.com/,4.4,120,706,127715,1107010,2670,12,5670,6,7,1,1
1797,http://nichendr.haodf.com/,4.4,103,427,75730,1357067,3281,18,7605,14,7,1,1
1798,http://zgf751008.haodf.com/,4.1,83,275,153490,1255910,3507,161,3633,7,7,1,1
1799,http://songpingdr.haodf.com/,4.4,106,494,183555,2787937,8973,92,11654,1,7,1,1
1800,http://kyj132.haodf.com/,3.9,46,78,52620,605508,3661,24,3503,1,7,1,1
1801,http://wangmengln.haodf.com/,3.9,26,74,46500,492882,1641,29,2384,0,7,1,1
1802,http://dongpeijingbenre.haodf.com/,3.7,8,137,126840,1047890,3674,22,9038,0,7,1,1
1803,http://drzhouyongai.haodf.com/,3.3,4,38,17500,501214,877,3,3180,0,7,1,1
1804,http://fangdingzhu.haodf.com/,5,222,766,78279,2126382,2498,9,6913,7,7,1,1
1805,http://wanghj0722.haodf.com/,4.5,73,464,99835,3097636,4496,52,8257,1,7,1,1
1806,http://doczhangbin.haodf.com/,4.6,148,556,179739,13012388,9818,130,12284,0,7,1,1
1807,http://chenjianyou.haodf.com/,4.4,97,520,85585,2254199,3605,5,6236,0,7,1,1
1808,http://dongxinjing023.haodf.com/,4.6,135,514,103985,714403,1445,6,3465,14,7,1,1
1809,http://huangwenhuadaifu.haodf.com/,4.5,166,1128,110095,1227167,2643,22,3224,2,7,1,1
1810,http://guojiancardiac.haodf.com/,4.6,193,1175,122035,1240221,1319,6,3327,0,7,1,1
1811,http://lygcqch.haodf.com/,5,246,1141,131451,3380526,4635,34,7097,5,7,1,1
1812,http://fangxiaoliang.haodf.com/,4.9,289,1752,103840,2032408,2429,28,5638,7,7,1,1
1813,http://xiehua.haodf.com/,5,342,1504,333706,17267663,10042,94,17645,1,7,1,1
1814,http://maoshengx.haodf.com/,4.9,308,1343,170323,8800755,5644,10,9440,1,7,1,1
1815,http://laoweihua.haodf.com/,5,116,994,183362,8043182,8273,84,9694,18,7,1,1
1816,http://dongchenbin.haodf.com/,5,96,428,53131,1092712,1203,20,2189,2,7,1,1
1817,http://xiegongnen.haodf.com/,4.2,56,158,62760,476456,1137,20,2120,0,7,1,1
1818,http://huangfuxiaoqiao.haodf.com/,5,311,1134,143596,7788214,5659,45,10362,0,7,1,1
1819,http://zhangxuesong301.haodf.com/,4.9,248,344,46400,2240173,3175,29,6221,16,7,1,1
1820,http://chaiwei301.haodf.com/,4.9,240,2038,44125,2993668,2128,24,3358,1,7,1,1
1821,http://liuwenxindr.haodf.com/,5,165,473,76875,496025,1017,38,2396,6,7,1,1
1822,http://shenweihao.haodf.com/,4.5,77,132,49280,706714,2599,541,2121,2,7,1,1
1823,http://wufengliang0524.haodf.com/,4.8,154,214,10515,690965,1639,12,2116,2,7,1,1
1824,http://zhangchenggang.haodf.com/,4.8,107,328,65435,613221,1201,2,3113,0,7,1,1
1825,http://tsuijianli.haodf.com/,4.9,261,466,96690,864821,2534,26,3939,5,7,1,1
1826,http://harveydu.haodf.com/,5,117,931,130555,1422055,3044,7,2695,5,7,1,1
1827,http://drluoyan.haodf.com/,4.9,223,974,236400,19605282,16442,45,15843,1,7,1,1
1828,http://doclxm.haodf.com/,4.9,138,613,134787,3371072,1814,148,10664,1,7,1,1
1829,http://xiaomanyi.haodf.com/,4.8,122,639,101162,3903116,5423,48,9563,5,7,1,1
1830,http://trgaoxu.haodf.com/,4.7,179,534,132452,6865648,6235,0,8338,13,7,1,1
1831,http://wingtz.haodf.com/,4.9,248,288,52520,979597,1496,5,2616,1,7,1,1
1832,http://drwangyue.haodf.com/,4.9,338,498,121332,10246171,8884,63,9866,0,7,1,1
1833,http://wqmm1972.haodf.com/,4.7,121,189,35835,2424589,2795,1,5225,0,7,1,1
1834,http://zhengke43.haodf.com/,4.6,76,387,61210,2753173,9260,26,3818,0,7,1,1
1835,http://linaiyang.haodf.com/,4.4,45,303,151660,6783211,14242,79,15740,1,7,1,1
1836,http://qingzhou112.haodf.com/,4.9,161,346,61050,1485240,2384,3,5173,1,7,1,1
1837,http://gonglan70.haodf.com/,5,198,284,59870,5175067,5849,5,7082,0,7,1,1
1838,http://Dryuanyifei.haodf.com/,5,216,2240,95025,1333533,1418,39,6025,1,7,1,1
1839,http://zhangqw2008.haodf.com/,4.7,106,241,75545,627281,1397,0,3015,3,7,1,1
1840,http://czcz837.haodf.com/,4.4,43,125,47925,779845,2650,36,3871,0,7,1,1
1841,http://fangluan.haodf.com/,3.7,6,12,23340,564823,2529,33,2679,0,7,1,1
1842,http://bjwdc.haodf.com/,4.8,276,1220,114920,1617331,2850,34,2766,2,7,1,1
1843,http://zhangleidoctor.haodf.com/,4.8,356,1920,267824,10293805,11642,31,13406,10,7,1,1
1844,http://shanxf.haodf.com/,4.8,274,399,62155,1879750,3302,46,3769,5,7,1,1
1845,http://zzbooo.haodf.com/,4.7,276,358,59995,3857296,4523,8,5163,0,7,1,1
1846,http://zhengxianghuai.haodf.com/,4.7,230,184,36920,494867,1382,5,2859,2,7,1,1
1847,http://alimjanwushur.haodf.com/,4.5,91,84,17375,233394,842,1,1839,3,7,1,1
1848,http://liuyanpu.haodf.com/,4.3,90,658,195718,11181000,8603,14,7978,1,7,1,1
1849,http://mz19841984.haodf.com/,4.8,153,1133,57975,796181,1470,9,2323,1,7,1,1
1850,http://zhangyaoguo.haodf.com/,5,225,366,57380,568839,2097,59,2029,2,7,1,1
1851,http://YangNong.haodf.com/,5,385,1167,112480,2828905,4317,107,7126,0,7,1,1
1852,http://sjunzh07.haodf.com/,5,120,1268,100509,5186536,11256,104,7486,0,7,1,1
1853,http://wulindoc.haodf.com/,4.5,64,376,61405,578244,1099,27,3573,1,7,1,1
1854,http://xiawendr.haodf.com/,4.6,70,943,40260,396185,1094,59,1244,3,7,1,1
1855,http://fdzhangzhe.haodf.com/,4.5,36,299,27805,89124,319,0,749,2,7,1,1
1856,http://liuyi0212.haodf.com/,4.5,91,819,96430,1181035,7655,548,1512,0,7,1,1
1857,http://chengene.haodf.com/,5,256,1838,152774,5558357,5410,6,7114,12,7,1,1
1858,http://drwangjin.haodf.com/,5,143,1300,98894,1510571,2528,28,2349,4,7,1,1
1859,http://lishudoctor.haodf.com/,4.8,98,805,69165,1607219,5620,32,2560,1,7,1,1
1860,http://dongxiaorong.haodf.com/,5,235,728,68140,848564,2126,29,2538,2,7,1,1
1861,http://zhulingjun.haodf.com/,4.9,98,1457,67415,2722983,10166,258,2581,0,7,1,1
1862,http://qydoc.haodf.com/,4.5,38,679,60965,1470719,1540,38,2167,4,7,1,1
1863,http://wenjiezhaodr.haodf.com/,5,126,224,57365,241099,425,1,2609,7,7,1,1
1864,http://renxzcn.haodf.com/,4.5,209,649,228833,18252536,12313,64,13301,3,7,1,1
1865,http://qfszyypfk.haodf.com/,4.7,14,77,45410,528981,3086,46,4102,3,7,1,1
1866,http://majiajudr.haodf.com/,5,114,331,34315,791684,2342,24,2407,5,7,1,1
1867,http://drwangyuming.haodf.com/,5,90,315,92929,5246044,6506,36,8087,1,7,1,1
1868,http://jiangpinghq.haodf.com/,4.7,74,278,67230,2293242,2863,56,4917,3,7,1,1
1869,http://yangkaidor.haodf.com/,4.3,16,122,86065,5371078,14260,57,8260,0,7,1,1
1870,http://lvxiaoai.haodf.com/,4.9,107,1029,85590,1269624,2150,31,3270,1,7,1,1
1871,http://syyk.haodf.com/,5,111,224,6999,612682,1465,27,1585,1,7,1,1
1872,http://xuqingtian.haodf.com/,4.3,11,105,71418,6035210,8881,251,8976,1,7,1,1
1873,http://huangtao1019.haodf.com/,4.3,35,142,74785,9841027,6723,45,6281,0,7,1,1
1874,http://liwusheng134285.haodf.com/,4.2,5,36,30040,558123,0,243,2574,0,7,1,1
1875,http://whxgyh.haodf.com/,4.8,177,523,88485,5658548,14529,150,8333,7,7,1,1
1876,http://artdr.haodf.com/,4.7,108,2064,157705,4893469,3186,4,4907,2,7,1,1
1877,http://huyinadr.haodf.com/,4.5,68,2042,97930,726309,274,7,4904,0,7,1,1
1878,http://qlwsynl.haodf.com/,4.8,133,3846,234300,2610991,3870,54,8062,3,7,1,1
1879,http://cailiuhong.haodf.com/,4.8,105,337,31085,570169,1433,30,2247,0,7,1,1
1880,http://shengyan.haodf.com/,4.5,207,1575,567241,43919615,17086,27,22824,1,7,1,1
1881,http://xudingfei.haodf.com/,4.6,108,2797,156470,1401876,1602,16,4590,1,7,1,1
1882,http://w1f2a3e4.haodf.com/,4.2,16,109,25280,317189,1273,81,2092,0,7,1,1
1883,http://wangyanjun.haodf.com/,4.8,242,470,136097,7762904,5953,2,9571,3,7,1,1
1884,http://liujunent.haodf.com/,4.7,278,1338,149488,9182595,8353,170,8728,1,7,1,1
1885,http://chengxiaohua010.haodf.com/,4.5,95,289,48595,1723139,2132,29,3984,4,7,1,1
1886,http://chenjianjun.haodf.com/,4.6,130,603,68150,3386596,5422,32,4146,3,7,1,1
1887,http://zhangcaiyundr.haodf.com/,4.6,108,323,47795,469129,1481,21,1360,4,7,1,1
1888,http://tianshenzhi.haodf.com/,4.2,47,282,72155,761532,2526,97,2951,9,7,1,1
1889,http://entdxd.haodf.com/,4.4,119,433,175081,20825614,19067,375,12941,1,7,1,1
1890,http://xingdaweidr.haodf.com/,3.5,7,80,91660,2334732,5226,1,9301,0,7,1,1
1891,http://xiaoyueyuandr.haodf.com/,4.7,394,1028,122333,10766613,11210,59,10481,0,7,1,1
1892,http://jiahongnj.haodf.com/,4.8,314,2198,134850,2726797,4269,24,7185,1,7,1,1
1893,http://qishuzhendr.haodf.com/,5,162,492,129485,1597569,3954,12,9364,0,7,1,1
1894,http://zhaojianhongdoct.haodf.com/,4.6,162,566,61700,656307,1544,6,3165,4,7,1,1
1895,http://yingzuolin.haodf.com/,4.6,163,2307,426945,2411239,3750,1,6096,1,7,1,1
1896,http://ljl306.haodf.com/,4.5,116,833,222213,8476637,13547,261,18364,0,7,1,1
1897,http://zhaotao84543939.haodf.com/,4.5,130,458,44810,459159,916,12,1920,0,7,1,1
1898,http://cuifan1.haodf.com/,4.4,127,765,243540,6198800,7112,0,13459,0,7,1,1
1899,http://zhangzhen6503.haodf.com/,4.4,140,505,127050,4459821,6074,9,9307,7,7,1,1
1900,http://tangling1972.haodf.com/,4.8,48,153,42005,1050237,1834,2,3472,0,7,1,1
1901,http://stoneyoung.haodf.com/,3.9,83,899,311080,8324487,8891,6,16833,0,7,1,1
1902,http://ningxudr.haodf.com/,4,48,178,74990,2324234,4508,187,6826,0,7,1,1
1903,http://gaohong0535.haodf.com/,3.7,5,17,24590,158021,520,0,794,0,7,1,1
1904,http://gbdf.haodf.com/,3.9,21,110,63655,2002748,6957,194,6627,0,7,1,1
1905,http://liqiang0059.haodf.com/,3.7,5,47,86800,961609,3470,14,5201,0,7,1,1
1906,http://zhaozhanhua.haodf.com/,3.7,10,92,54220,883890,3802,0,4899,0,7,1,1
1907,http://swxjl.haodf.com/,3.5,9,84,65515,1461745,3359,42,5416,0,7,1,1
1908,http://xdj1130.haodf.com/,3.5,3,34,30960,568432,2572,72,3072,0,7,1,1
1909,http://txzyh667688.haodf.com/,3.3,2,9,24015,360027,968,0,1899,0,7,1,1
1910,http://tang999.haodf.com/,5,215,2533,1338324,115704095,79042,140,47406,15,7,1,1
1911,http://glchenhai.haodf.com/,5,165,1016,203155,3718399,6336,9,13739,8,7,1,1
1912,http://zhaohongledr.haodf.com/,4.5,61,275,57205,945272,2142,29,2870,1,7,1,1
1913,http://oliveryang1001.haodf.com/,4.6,41,244,44055,277214,891,15,2230,1,7,1,1
1914,http://yizhenghui.haodf.com/,4.9,171,540,93018,6761184,6535,9,7513,0,7,1,1
1915,http://djzheng01.haodf.com/,4.7,76,611,91840,1757121,2523,81,4263,0,7,1,1
1916,http://tangwenzhong.haodf.com/,4.5,75,157,57450,4362641,3707,1,4932,0,7,1,1
1917,http://wangxiaojing0811.haodf.com/,4,3,41,72860,1151564,5511,22,6661,0,7,1,1
1918,http://fxphh.haodf.com/,4.9,129,486,49050,355340,1638,14,3320,17,7,1,1
1919,http://linminggui.haodf.com/,5,176,343,86019,6305468,9328,14,9642,5,7,1,1
1920,http://gs1975.haodf.com/,5,169,733,89540,2724740,2610,21,7387,5,7,1,1
1921,http://chenks.haodf.com/,5,141,719,79140,2032470,8379,0,4302,0,7,1,1
1922,http://shandongguolei.haodf.com/,4.8,150,418,45205,761763,1115,17,2581,1,7,1,1
1923,http://zhuwenhui2008.haodf.com/,5,162,410,45495,1300883,2078,30,3524,0,7,1,1
1924,http://yunan831.haodf.com/,5,289,2508,259467,15845247,18021,93,18815,1,7,1,1
1925,http://xinhuayezhiyi.haodf.com/,4.4,52,669,47700,341707,672,11,1100,0,7,1,1
1926,http://fwliuhaibo.haodf.com/,5,1075,3290,340585,12903560,16596,9,21934,1,8,1,1
1927,http://xijingliyan.haodf.com/,4.6,231,756,37221,3736148,2966,26,4766,1,8,1,1
1928,http://lijiayi76.haodf.com/,4.6,162,841,49345,1304829,2906,5,3419,0,8,1,1
1929,http://machangsheng.haodf.com/,4.5,300,1357,130065,13790150,5948,93,8562,2,8,1,1
1930,http://zhaoliangdr.haodf.com/,4.3,158,507,69186,1458688,2078,12,3493,0,8,1,1
1931,http://doctorwq.haodf.com/,4.4,92,420,37030,1399464,2134,18,2439,0,8,1,1
1932,http://suchongyi.haodf.com/,4.2,77,325,49305,2264762,3262,56,4593,3,8,1,1
1933,http://liuxuelingdr.haodf.com/,4.2,95,260,44285,1109573,2110,3,4444,0,8,1,1
1934,http://yxzhouhongmei.haodf.com/,3.8,14,119,33185,424640,1489,19,1861,1,8,1,1
1935,http://yupengweidr.haodf.com/,3.8,5,22,6945,284789,545,25,1598,0,8,1,1
1936,http://wygsh.haodf.com/,5,200,639,68400,1135453,1462,2,4005,1,8,1,1
1937,http://cxqxhp.haodf.com/,4.8,101,722,126622,4536608,4526,15,8638,0,8,1,1
1938,http://zhoulei6093.haodf.com/,4.9,174,1117,84000,1460850,2538,0,2717,1,8,1,1
1939,http://zhuguoxing.haodf.com/,5,195,613,32075,1322528,2187,10,3082,0,8,1,1
1940,http://linhuayisheng.haodf.com/,4.8,133,347,41035,2635314,3427,21,4694,0,8,1,1
1941,http://zjm1818.haodf.com/,4.7,79,274,42030,604082,1294,15,3006,11,8,1,1
1942,http://zhaoguixiandr.haodf.com/,4.7,118,632,47455,1849455,3027,58,3786,3,8,1,1
1943,http://lihuady.haodf.com/,4.8,198,361,37561,1300117,2621,19,3188,0,8,1,1
1944,http://songyijun.haodf.com/,4.5,78,427,84585,10628153,5645,27,7247,0,8,1,1
1945,http://dongzhao301.haodf.com/,4.7,97,208,32600,495123,1670,4,1323,0,8,1,1
1946,http://wangmengyang1.haodf.com/,4.5,72,645,105395,2960679,6347,115,7917,0,8,1,1
1947,http://mlldoctor.haodf.com/,3.8,10,43,25770,506229,1148,52,1762,0,8,1,1
